ocity,dcity,POP
110000,420300,477.6430606
110000,420500,507.451393
110000,420600,877.6222268
110000,420700,82.82555742
110000,420800,306.3316711
110000,420900,677.8861165
110000,421000,482.4011148
110000,421100,671.9041706
110000,421200,223.2555584
110000,421300,658.723614
110000,422800,253.8777809
110000,429004,109.5305571
110000,429005,58.70861237
110000,429006,100.3200013
110000,429021,23.73222276
110000,430100,1335.088891
110000,430200,192.2261142
110000,430300,101.6033354
110000,430400,163.8755582
110000,430500,141.532502
110000,430600,307.8166709
110000,430700,362.0788928
110000,430800,244.3769483
110000,430900,126.6533352
110000,431000,95.63444658
110000,431100,81.45139033
110000,431200,107.9150023
110000,431300,91.78000166
110000,433100,114.5200022
110000,440100,1828.24445
110000,440200,48.31166772
110000,440300,1241.405558
110000,440400,222.6400035
110000,440500,77.48083515
110000,440600,446.0097261
110000,440700,78.59444646
110000,440800,177.613336
110000,440900,40.57472325
110000,441200,72.36250182
110000,441300,198.1000037
110000,441400,40.47750103
110000,441500,18.41666712
110000,441600,44.88361229
110000,441700,26.74583391
110000,441800,68.07750157
110000,441900,588.156947
110000,442000,134.1600027
110000,445100,17.16000046
110000,445200,48.1013902
110000,445300,11.34111136
110000,450100,451.8902816
110000,450200,151.3544477
110000,450300,243.445004
110000,450400,15.00416697
110000,450500,155.263892
110000,450600,54.77777897
110000,450700,17.36805592
110000,450800,19.90444489
110000,450900,54.79889011
110000,451000,30.67777848
110000,451100,10.55444468
110000,451200,44.48000111
110000,451300,8.17638905
110000,451400,43.7891677
110000,460100,434.1472243
110000,460200,590.0844484
110000,460300,4.178333406
110000,460400,12.29861133
110000,469001,6.686666848
110000,469002,39.03916756
110000,469005,18.98861153
110000,469006,38.17916757
110000,469007,10.11500029
110000,469021,1.24
110000,469022,0.292777795
110000,469023,16.0775003
110000,469024,2.344166715
110000,469025,0.421388893
110000,469026,0.489722245
110000,469027,8.930000235
110000,469028,40.96083424
110000,469029,4.602222307
110000,469030,0.55
110000,500000,2189.594452
110000,510100,2244.243059
110000,510300,66.11194555
110000,510400,22.36194494
110000,510500,123.2000028
110000,510600,106.563891
110000,510700,360.336115
110000,510800,425.7183367
110000,510900,136.2166687
110000,511000,55.80972332
110000,511100,110.6000025
110000,511300,518.0972264
110000,511400,87.9800017
110000,511500,163.8755585
110000,511600,102.736113
110000,511700,464.4033369
110000,511800,31.15000073
110000,511900,670.1805599
110000,512000,72.46750172
110000,513200,46.07666765
110000,513300,71.05389047
110000,513400,66.20166813
110000,520100,537.1583371
110000,520200,43.66111217
110000,520300,214.3716701
110000,520400,80.72722425
110000,520500,92.55916877
110000,520600,94.78333557
110000,522300,47.51444572
110000,522600,74.63250161
110000,522700,124.7644471
110000,530100,709.8236125
110000,530300,69.69555728
110000,530400,25.14833402
110000,530500,47.84555684
110000,530600,71.08611272
110000,530700,135.2944476
110000,530800,22.42388943
110000,530900,10.49583365
110000,532300,23.56000061
110000,532500,51.95277893
110000,532600,37.31000091
110000,532800,114.5191693
110000,532900,157.1352811
110000,533100,31.11111175
110000,533300,4.84250013
110000,533400,12.02666696
110000,540100,1022.30417
110000,540200,33.39694531
110000,540300,5.01527788
110000,540400,11.61666695
110000,540500,3.450833367
110000,540600,9.55833354
110000,542500,12.80888928
110000,610100,5307.809732
110000,610200,57.05361251
110000,610300,351.2111143
110000,610400,642.8055617
110000,610500,1087.497226
110000,610600,515.4611143
110000,610700,291.0050038
110000,610800,1596.165282
110000,610900,245.4800032
110000,611000,130.8811134
110000,620100,736.7930606
110000,620200,43.82222328
110000,620300,25.42222276
110000,620400,148.9444471
110000,620500,300.4011145
110000,620600,87.03055735
110000,620700,96.36166882
110000,620800,220.0094475
110000,620900,173.3522256
110000,621000,615.1263952
110000,621100,146.4033349
110000,621200,242.3461138
110000,622900,31.78777856
110000,623000,20.02916722
110000,630100,439.9263926
110000,630200,40.76500109
110000,632200,15.6350003
110000,632300,1.882222265
110000,632500,136.2400023
110000,632600,1.791666675
110000,632700,4.655000076
110000,632800,92.66444645
110000,640100,1193.448612
110000,640200,182.2333361
110000,640300,150.4425031
110000,640400,75.2000016
110000,640500,133.7916689
110000,650100,1065.495837
110000,650200,34.97333422
110000,650400,48.78277886
110000,650500,154.258336
110000,652300,71.85333502
110000,652700,11.69666698
110000,652800,119.4800027
110000,652900,56.56527908
110000,653000,24.72500069
110000,653100,107.2827803
110000,653200,35.9027785
110000,654000,104.0288913
110000,654200,28.133334
110000,654300,46.12333434
110000,659001,17.60000045
110000,659002,0.9975
110000,659003,0.195
110000,659004,1.25000004
110000,659005,0.757222264
110000,659006,0.001111112
110000,659007,0.004444444
110000,659008,0.585277773
110000,659009,0.004444444
120000,110000,546976.9346
120000,130100,34034.93195
120000,130200,360622.231
120000,130300,78143.55989
120000,130400,19485.01802
120000,130500,13663.26808
120000,130600,101868.1541
120000,130700,20194.03052
120000,130800,33877.47496
120000,130900,296430.0871
120000,131000,447305.2695
120000,131100,28700.76111
120000,140100,4598.695846
120000,140200,4773.38889
120000,140300,1271.923616
120000,140400,1294.837504
120000,140500,435.6680599
120000,140600,1336.001391
120000,140700,2581.462505
120000,140800,1070.666668
120000,140900,9559.856974
120000,141000,1197.402778
120000,141100,976.5777783
120000,150100,3209.566669
120000,150200,1610.866665
120000,150300,189.7000038
120000,150400,8043.58611
120000,150500,2038.626394
120000,150600,1711.545833
120000,150700,746.1208349
120000,150800,414.3533376
120000,150900,1999.79445
120000,152200,564.8375047
120000,152500,1330.120836
120000,152900,115.7897241
120000,210100,16962.56387
120000,210200,4724.620842
120000,210300,3378.68334
120000,210400,1263.913889
120000,210500,810.0972261
120000,210600,1366.0125
120000,210700,6222.743052
120000,210800,2978.805566
120000,210900,1699.581944
120000,211000,1402.715283
120000,211100,4219.197239
120000,211200,1256.512502
120000,211300,3438.806951
120000,211400,22856.90836
120000,220100,5789.10279
120000,220200,1598.091667
120000,220300,1595.861115
120000,220400,566.0541698
120000,220500,1322.719446
120000,220600,518.8069492
120000,220700,964.106947
120000,220800,545.9791698
120000,222400,671.1944478
120000,230100,5484.936121
120000,230200,1373.920839
120000,230300,333.8736158
120000,230400,132.5333359
120000,230500,207.3575035
120000,230600,1199.633335
120000,230700,170.4050031
120000,230800,533.3055584
120000,230900,144.7300028
120000,231000,669.1666695
120000,231100,260.873337
120000,231200,1100.981947
120000,232700,66.99666815
120000,310000,5310.445838
120000,320100,2593.527783
120000,320200,1887.151393
120000,320300,5050.991687
120000,320400,1190.913892
120000,320500,2981.644455
120000,320600,2021.288894
120000,320700,3525.393067
120000,320800,1441.243061
120000,320900,2424.91806
120000,321000,1388.926394
120000,321100,532.5958371
120000,321200,1102.705557
120000,321300,1556.725
120000,330100,2394.602786
120000,330200,1144.376391
120000,330300,654.769447
120000,330400,1020.681944
120000,330500,462.0291702
120000,330600,423.8025044
120000,330700,764.9791676
120000,330800,150.2833364
120000,330900,212.5888925
120000,331000,580.0458375
120000,331100,130.903336
120000,340100,2318.15557
120000,340200,763.3569478
120000,340300,774.7125022
120000,340400,362.9722268
120000,340500,317.6911148
120000,340600,436.0736143
120000,340700,122.4611136
120000,340800,978.7069463
120000,341000,267.4100034
120000,341100,571.0222246
120000,341200,2561.184732
120000,341300,1130.587503
120000,341500,487.173614
120000,341600,1245.866669
120000,341700,269.1383362
120000,341800,224.5219483
120000,350100,521.4430588
120000,350200,351.9208371
120000,350300,105.3080577
120000,350400,80.41889042
120000,350500,432.3222268
120000,350600,112.7958359
120000,350700,92.10916877
120000,350800,52.74805672
120000,350900,130.8113916
120000,360100,852.0722221
120000,360200,136.1791694
120000,360300,35.1400009
120000,360400,359.6522264
120000,360500,38.28000087
120000,360600,52.01694568
120000,360700,245.053892
120000,360800,117.3883359
120000,360900,180.4416694
120000,361000,133.2850023
120000,361100,256.5200038
120000,370100,23455.20411
120000,370200,14983.75695
120000,370300,10508.55278
120000,370400,2402.105568
120000,370500,15262.67777
120000,370600,11151.96669
120000,370700,16582.45692
120000,370800,7401.997206
120000,370900,6905.799985
120000,371000,4356.477779
120000,371100,2767.916671
120000,371300,11586.82361
120000,371400,48473.21669
120000,371500,8889.068055
120000,371600,38856.075
120000,371700,7284.588879
120000,410100,5455.127783
120000,410200,1797.92917
120000,410300,1194.056948
120000,410400,681.6375029
120000,410500,3264.620845
120000,410600,891.2083335
120000,410700,2131.498608
120000,410800,1025.85278
120000,410900,4735.773636
120000,411000,725.0319456
120000,411100,461.3194492
120000,411200,295.4472264
120000,411300,1384.870833
120000,411400,2705.258339
120000,411500,1018.958339
120000,411600,2787.788891
120000,411700,1791.136112
120000,419001,134.0533364
120000,420100,2376.45417
120000,420200,147.9075028
120000,420300,253.9791706
120000,420500,322.2411145
120000,420600,522.4569489
120000,420700,103.5075026
120000,420800,231.5413925
120000,420900,387.6097264
120000,421000,385.3791702
120000,421100,758.6930614
120000,421200,143.2977803
120000,421300,247.2433366
120000,422800,153.8055586
120000,429004,45.67500078
120000,429005,29.38000081
120000,429006,74.18166792
120000,429021,6.773333545
120000,430100,1220.925002
120000,430200,102.8263911
120000,430300,80.91111295
120000,430400,114.0000026
120000,430500,73.07611268
120000,430600,235.7483372
120000,430700,219.4077815
120000,430800,157.5752806
120000,430900,78.18889068
120000,431000,71.06000146
120000,431100,47.43000112
120000,431200,69.35333488
120000,431300,56.4458346
120000,433100,53.57333458
120000,440100,1657.100005
120000,440200,51.19361222
120000,440300,900.7388904
120000,440400,132.7233362
120000,440500,73.03389047
120000,440600,370.7791706
120000,440700,71.23694596
120000,440800,131.9625028
120000,440900,35.97666759
120000,441200,37.77083428
120000,441300,186.6169479
120000,441400,52.85666805
120000,441500,40.53722321
120000,441600,36.39500093
120000,441700,22.36666718
120000,441800,45.66833434
120000,441900,594.1388919
120000,442000,96.98111321
120000,445100,16.85250044
120000,445200,41.4808343
120000,445300,4.614166742
120000,450100,358.3083371
120000,450200,138.3550027
120000,450300,207.1738925
120000,450400,10.36000022
120000,450500,97.25333554
120000,450600,58.13111233
120000,450700,15.81055598
120000,450800,13.44888915
120000,450900,37.80944537
120000,451000,11.31000035
120000,451100,13.40000028
120000,451200,16.0844449
120000,451300,5.775000084
120000,451400,28.87500069
120000,460100,230.2300033
120000,460200,321.6911154
120000,460300,1.081666706
120000,460400,4.312500115
120000,469001,1.308888944
120000,469002,7.50555568
120000,469005,2.91916677
120000,469006,7.109444638
120000,469007,3.47277783
120000,469021,0.240000003
120000,469022,0.134166669
120000,469023,1.921111128
120000,469024,0.241111108
120000,469025,0.185277788
120000,469026,0.08
120000,469027,1.487500056
120000,469028,4.333333472
120000,469029,0.662500035
120000,469030,0.058333338
120000,500000,1415.693057
120000,510100,1489.301389
120000,510300,25.67555626
120000,510400,8.71000026
120000,510500,59.85777919
120000,510600,68.02777943
120000,510700,153.1050028
120000,510800,92.833335
120000,510900,45.10000097
120000,511000,33.58444515
120000,511100,52.74250116
120000,511300,216.8775032
120000,511400,54.64333456
120000,511500,89.0127799
120000,511600,49.87500102
120000,511700,171.307503
120000,511800,13.9650004
120000,511900,107.2944457
120000,512000,22.12888933
120000,513200,16.63472254
120000,513300,20.50000041
120000,513400,26.7950007
120000,520100,430.700004
120000,520200,28.1766674
120000,520300,131.8533365
120000,520400,29.57138958
120000,520500,274.7225034
120000,520600,54.42555676
120000,522300,15.25333363
120000,522600,52.60833471
120000,522700,113.5072248
120000,530100,462.2319489
120000,530300,50.66944554
120000,530400,16.08583367
120000,530500,10.60555574
120000,530600,47.6233343
120000,530700,51.32916786
120000,530800,6.020000172
120000,530900,4.511111248
120000,532300,6.293333504
120000,532500,25.55555622
120000,532600,10.34111135
120000,532800,49.73111225
120000,532900,70.93333504
120000,533100,14.70027813
120000,533300,0.609166681
120000,533400,3.388889
120000,540100,272.304448
120000,540200,7.23333352
120000,540300,1.963333384
120000,540400,2.14861113
120000,540500,0.611111116
120000,540600,1.89583335
120000,542500,1.703333382
120000,610100,2940.683333
120000,610200,28.34833411
120000,610300,171.1438919
120000,610400,378.7888934
120000,610500,540.3013926
120000,610600,265.3155596
120000,610700,164.1269473
120000,610800,990.8736107
120000,610900,151.1377797
120000,611000,55.712779
120000,620100,448.3416717
120000,620200,7.376111332
120000,620300,5.880000168
120000,620400,59.13555682
120000,620500,124.9500027
120000,620600,47.34111227
120000,620700,37.04583416
120000,620800,114.8261131
120000,620900,62.10139038
120000,621000,378.7300035
120000,621100,45.53833425
120000,621200,98.4027798
120000,622900,15.94666714
120000,623000,7.852222436
120000,630100,281.4933369
120000,630200,26.78027836
120000,632200,3.986666736
120000,632300,0.650000025
120000,632500,36.38333412
120000,632600,0.36944446
120000,632700,1.27277781
120000,632800,50.04000111
120000,640100,489.9111136
120000,640200,199.6027814
120000,640300,110.0672247
120000,640400,32.35555635
120000,640500,80.38333531
120000,650100,458.2777809
120000,650200,10.42027806
120000,650400,11.45805587
120000,650500,44.37277875
120000,652300,34.89305628
120000,652700,2.62888899
120000,652800,52.9166679
120000,652900,25.73083405
120000,653000,3.562777872
120000,653100,41.40444551
120000,653200,16.30416704
120000,654000,48.41388992
120000,654200,5.940000132
120000,654300,13.05277805
120000,659001,8.12000016
120000,659002,0.140000007
120000,659003,0.03055556
120000,659004,0.762222244
120000,659005,0.209444456
120000,659006,0.000277778
120000,659007,0.002499999
120000,659008,0.050555557
120000,659009,0.000277778
130100,110000,82084.24158
130100,120000,30576.4555
130100,130200,14579.11387
130100,130300,6014.997239
130100,130400,74103.31397
130100,130500,228563.3041
130100,130600,265461.0525
130100,130700,16355.65002
130100,130800,5224.670838
130100,130900,68944.24162
130100,131000,31729.34863
130100,131100,122920.1374
130100,140100,36130.74166
130100,140200,3359.520845
130100,140300,37644.5793
130100,140400,4185.94168
130100,140500,1332.655558
130100,140600,1866.772221
130100,140700,25572.50836
130100,140800,3296.963895
130100,140900,13876.08331
130100,141000,4415.080562
130100,141100,7326.462515
130100,150100,1631.34723
130100,150200,738.5166684
130100,150300,160.9091694
130100,150400,1147.418059
130100,150500,276.8930599
130100,150600,2424.91806
130100,150700,177.6133363
130100,150800,264.4611145
130100,150900,1064.988892
130100,152200,135.0311139
130100,152500,770.6569478
130100,152900,148.8244469
130100,210100,1798.841671
130100,210200,652.6402805
130100,210300,398.3569481
130100,210400,122.8300024
130100,210500,90.27000223
130100,210600,169.7097252
130100,210700,516.8805599
130100,210800,356.9902827
130100,210900,168.1319476
130100,211000,202.9347255
130100,211100,386.900004
130100,211200,135.5227807
130100,211300,427.0500037
130100,211400,999.1875007
130100,220100,717.0222239
130100,220200,185.9611145
130100,220300,176.9777814
130100,220400,53.30972356
130100,220500,147.615003
130100,220600,34.77638976
130100,220700,108.1100024
130100,220800,58.87111262
130100,222400,65.18166838
130100,230100,637.2291698
130100,230200,120.0791692
130100,230300,24.38333392
130100,230400,7.858333548
130100,230500,13.64666708
130100,230600,150.9416695
130100,230700,15.35166705
130100,230800,51.07222335
130100,230900,14.3888893
130100,231000,55.15083468
130100,231100,14.83111151
130100,231200,104.8575024
130100,232700,13.74333373
130100,310000,1011.759723
130100,320100,731.9263904
130100,320200,513.6361143
130100,320300,1820.133335
130100,320400,249.2388928
130100,320500,697.0486132
130100,320600,472.0666717
130100,320700,1052.923613
130100,320800,437.8986161
130100,320900,552.7722275
130100,321000,383.0472264
130100,321100,152.7116699
130100,321200,338.4188932
130100,321300,573.2527805
130100,330100,689.9513915
130100,330200,245.1544483
130100,330300,205.6888922
130100,330400,281.8977813
130100,330500,126.5586138
130100,330600,166.2000037
130100,330700,289.4811148
130100,330800,39.45000105
130100,330900,28.74666726
130100,331000,147.5736137
130100,331100,26.43666726
130100,340100,698.7722246
130100,340200,131.2933362
130100,340300,241.9588928
130100,340400,151.9250033
130100,340500,59.416668
130100,340600,161.0700032
130100,340700,28.79500081
130100,340800,170.5275027
130100,341000,104.3400019
130100,341100,189.1000033
130100,341200,651.5250026
130100,341300,462.0291698
130100,341500,131.5536141
130100,341600,411.9430588
130100,341700,66.03555701
130100,341800,66.85000151
130100,350100,177.7691702
130100,350200,106.7111135
130100,350300,32.86250072
130100,350400,29.86111175
130100,350500,214.8952815
130100,350600,35.10000078
130100,350700,32.86666746
130100,350800,20.64250058
130100,350900,28.00000067
130100,360100,378.586115
130100,360200,35.48444518
130100,360300,27.15277834
130100,360400,133.0077806
130100,360500,10.83611131
130100,360600,9.643611376
130100,360700,104.189447
130100,360800,46.78222336
130100,360900,82.5916685
130100,361000,40.96250093
130100,361100,98.99389093
130100,370100,11509.76804
130100,370200,3209.465283
130100,370300,3039.233335
130100,370400,1122.476389
130100,370500,2810.702784
130100,370600,2561.38751
130100,370700,3546.887501
130100,370800,3692.279176
130100,370900,3504.405561
130100,371000,1167.594447
130100,371100,880.1569459
130100,371300,4771.868052
130100,371400,13804.80694
130100,371500,8439.408364
130100,371600,4508.662511
130100,371700,2824.795844
130100,410100,9063.051397
130100,410200,1352.831947
130100,410300,2055.659729
130100,410400,911.5875026
130100,410500,6756.758313
130100,410600,1406.36528
130100,410700,3741.858335
130100,410800,1869.712499
130100,410900,2609.141675
130100,411000,1141.943056
130100,411100,560.7819481
130100,411200,488.6944478
130100,411300,1605.188892
130100,411400,1177.936111
130100,411500,651.7277834
130100,411600,1246.67778
130100,411700,1396.530554
130100,419001,264.1022264
130100,420100,1504.104166
130100,420200,65.13722395
130100,420300,277.1455592
130100,420500,275.3211145
130100,420600,466.287504
130100,420700,54.48000125
130100,420800,188.8133369
130100,420900,352.9788935
130100,421000,324.5991708
130100,421100,235.2441697
130100,421200,87.77777974
130100,421300,278.19917
130100,422800,150.4425028
130100,429004,41.71000086
130100,429005,21.72416713
130100,429006,134.5488907
130100,429021,8.219722448
130100,430100,879.6500007
130100,430200,79.08333518
130100,430300,62.5000014
130100,430400,109.0050024
130100,430500,74.92389042
130100,430600,213.305837
130100,430700,186.1000042
130100,430800,129.5666696
130100,430900,62.5566682
130100,431000,80.73666861
130100,431100,45.18889004
130100,431200,68.44444592
130100,431300,73.53889068
130100,433100,56.48389013
130100,440100,857.648611
130100,440200,46.92166783
130100,440300,380.2083371
130100,440400,51.02222356
130100,440500,50.08000118
130100,440600,216.1000037
130100,440700,29.04166727
130100,440800,87.29250185
130100,440900,20.72361157
130100,441200,24.96833393
130100,441300,65.69777926
130100,441400,16.55111142
130100,441500,4.982222314
130100,441600,9.85500027
130100,441700,5.277222314
130100,441800,30.34000066
130100,441900,391.1583386
130100,442000,56.0000013
130100,445100,4.58333348
130100,445200,44.17500102
130100,445300,5.330000169
130100,450100,268.8216701
130100,450200,121.1644468
130100,450300,177.7958364
130100,450400,6.92222244
130100,450500,75.46000157
130100,450600,20.00333383
130100,450700,14.43111139
130100,450800,15.78666701
130100,450900,27.91583398
130100,451000,10.74388918
130100,451100,10.84222253
130100,451200,12.32000028
130100,451300,5.76666684
130100,451400,20.39666716
130100,460100,146.4333363
130100,460200,216.1852803
130100,460300,0.320833326
130100,460400,2.300555592
130100,469001,2.014444502
130100,469002,6.94888902
130100,469005,1.794722238
130100,469006,7.704166896
130100,469007,1.25000004
130100,469021,0.19444445
130100,469022,0.089722226
130100,469023,4.292500101
130100,469024,0.216666684
130100,469025,0.134166669
130100,469026,0.054444446
130100,469027,1.166666704
130100,469028,7.260000121
130100,469029,0.86111115
130100,469030,0.233333352
130100,500000,1738.211117
130100,510100,1973.737504
130100,510300,60.7208346
130100,510400,15.83166712
130100,510500,108.3311135
130100,510600,106.7516689
130100,510700,288.3500029
130100,510800,261.7250036
130100,510900,93.76389105
130100,511000,63.62805679
130100,511100,69.55694611
130100,511300,419.1155582
130100,511400,58.96666802
130100,511500,137.5208361
130100,511600,112.9500022
130100,511700,339.2744491
130100,511800,21.22166717
130100,511900,404.9719486
130100,512000,34.552223
130100,513200,17.60000045
130100,513300,18.44138926
130100,513400,49.36750127
130100,520100,347.1144488
130100,520200,19.03916723
130100,520300,128.0044473
130100,520400,22.81250048
130100,520500,53.25000142
130100,520600,48.36000102
130100,522300,16.22055592
130100,522600,30.25944506
130100,522700,111.5533359
130100,530100,456.6555581
130100,530300,34.00000068
130100,530400,11.13833361
130100,530500,12.1355558
130100,530600,65.41500147
130100,530700,63.92000156
130100,530800,6.774444638
130100,530900,2.730000091
130100,532300,8.273333528
130100,532500,26.4891673
130100,532600,14.76555592
130100,532800,42.14000095
130100,532900,67.49000136
130100,533100,12.78472248
130100,533300,1.124166711
130100,533400,2.95000011
130100,540100,214.0044477
130100,540200,8.68388906
130100,540300,2.38472226
130100,540400,2.460555632
130100,540500,0.612499995
130100,540600,2.906666784
130100,542500,1.33611114
130100,610100,5845.170835
130100,610200,95.20000224
130100,610300,358.612504
130100,610400,771.0625007
130100,610500,1347.661111
130100,610600,904.3888923
130100,610700,345.5977816
130100,610800,7389.425011
130100,610900,304.9511148
130100,611000,125.335836
130100,620100,933.791668
130100,620200,11.48527797
130100,620300,13.25111139
130100,620400,160.0550035
130100,620500,239.2627815
130100,620600,121.2291695
130100,620700,77.04861284
130100,620800,204.5333366
130100,620900,75.95000155
130100,621000,664.0972264
130100,621100,117.1783356
130100,621200,134.5191695
130100,622900,40.27527879
130100,623000,11.50138913
130100,630100,497.312504
130100,630200,47.0555568
130100,632200,6.63750018
130100,632300,0.650000025
130100,632500,66.62666789
130100,632600,0.573333362
130100,632700,2.13333336
130100,632800,111.7400025
130100,640100,1328.599999
130100,640200,122.1200028
130100,640300,454.5263937
130100,640400,88.6344465
130100,640500,340.5816713
130100,650100,357.3266701
130100,650200,3.325000095
130100,650400,9.838889193
130100,650500,38.9200009
130100,652300,18.96555598
130100,652700,1.13333334
130100,652800,36.83000102
130100,652900,30.51777863
130100,653000,1.723611176
130100,653100,40.35000096
130100,653200,17.42416701
130100,654000,28.54722283
130100,654200,2.90000007
130100,654300,6.911388997
130100,659001,3.388889
130100,659002,0.25000002
130100,659003,0.100277782
130100,659004,0.552500013
130100,659005,0.0225
130100,659006,0.011666664
130100,659007,0.006944445
130100,659008,0.001111112
130100,659009,0.000277778
130200,110000,138978.0082
130200,120000,313333.1341
130200,130100,15899.09583
130200,130300,187883.1418
130200,130400,6199.220831
130200,130500,4237.548625
130200,130600,26655.84863
130200,130700,7266.237522
130200,130800,52008.14029
130200,130900,48548.04158
130200,131000,60567.39033
130200,131100,7285.501379
130200,140100,1729.998614
130200,140200,1428.975001
130200,140300,414.8588935
130200,140400,404.5416713
130200,140500,160.74917
130200,140600,462.637504
130200,140700,913.0069459
130200,140800,392.8819485
130200,140900,1699.277779
130200,141000,406.4680595
130200,141100,504.612504
130200,150100,1037.91806
130200,150200,763.3569459
130200,150300,80.33166845
130200,150400,10496.38611
130200,150500,2088.915281
130200,150600,705.3625007
130200,150700,641.0819474
130200,150800,145.0416698
130200,150900,746.931947
130200,152200,548.3111143
130200,152500,957.6180595
130200,152900,41.05777863
130200,210100,17526.6916
130200,210200,4908.236114
130200,210300,4055.961121
130200,210400,1245.866669
130200,210500,938.5569467
130200,210600,1587.344452
130200,210700,7993.601371
130200,210800,3542.325003
130200,210900,1961.773615
130200,211000,1626.987505
130200,211100,5126.222228
130200,211200,1436.275002
130200,211300,5943.416651
130200,211400,31126.38889
130200,220100,5675.851375
130200,220200,1543.950004
130200,220300,1755.041666
130200,220400,598.0930588
130200,220500,1153.501392
130200,220600,484.0305599
130200,220700,978.3013912
130200,220800,507.6541698
130200,222400,645.6444474
130200,230100,4879.745849
130200,230200,1002.736114
130200,230300,289.5666702
130200,230400,121.1833352
130200,230500,204.0652811
130200,230600,1079.386114
130200,230700,164.4027805
130200,230800,486.8694467
130200,230900,139.4250027
130200,231000,615.3291684
130200,231100,216.8883372
130200,231200,942.7138908
130200,232700,48.55194561
130200,310000,1613.806948
130200,320100,958.5305588
130200,320200,736.0833356
